Scr_bytes	Dst_host_srv_rerror_rate	label
0	0.0	1
0	0.0	1
102	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
54540	0.0	1
2481	0.0	0
257	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
287	0.0	0
0	0.0	1
0	0.0	1
30	0.0	0
0	0.0	1
281	0.0	0
43	0.0	0
28	0.0	1
0	0.0	1
0	0.0	1
318	0.0	0
0	0.95	0
0	0.0	1
231	0.01	0
0	0.0	1
232	0.0	0
226	0.0	0
0	0.0	1
1339	0.0	0
161	0.0	0
295	0.0	0
0	0.0	1
43	0.0	0
225	0.0	0
201	0.0	0
279	0.0	0
154	0.01	0
44	0.0	0
781	0.0	0
202	0.0	0
1529	0.0	0
0	0.0	1
0	0.0	1
182	0.0	0
255	0.0	0
0	1.0	1
301	0.0	0
180	0.0	0
0	0.0	1
186	0.0	0
0	1.0	1
0	0.0	1
289	0.0	0
201	0.0	0
0	0.0	1
113	0.0	0
1032	0.0	1
211	0.0	0
335	0.05	0
46	0.0	0
24	0.0	0
0	0.0	1
0	0.0	1
207	0.0	0
105	0.0	0
204	0.02	0
0	0.0	1
339	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
9	0.0	0
0	0.0	1
0	0.0	1
951	0.0	0
244	0.0	0
0	0.0	1
0	1.0	0
223	0.0	0
0	1.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
45	0.0	0
78	0.0	0
244	0.0	0
30	0.0	0
0	0.0	1
209	0.04	0
87	0.0	0
209	0.31	0
0	0.0	1
198	0.0	0
0	1.0	1
205	0.0	0
0	1.0	1
0	1.0	1
252	0.0	0
220	0.0	0
0	1.0	1
298	0.0	0
601	0.0	0
0	0.0	1
59	0.0	0
312	0.0	0
0	0.0	1
45	0.0	0
45	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
304	0.0	0
0	0.0	1
0	0.0	1
325	0.0	0
3468	0.0	0
343	0.0	0
215	0.0	0
0	0.0	1
291	0.0	0
0	0.0	1
326	0.0	0
520	0.0	1
231	0.0	0
30	0.0	0
45	0.0	0
198	0.01	0
11378	0.0	0
305	0.0	0
54540	0.02	1
0	0.0	1
0	0.0	1
0	0.0	1
284	0.0	0
208	0.0	0
231	0.0	0
1032	0.0	1
280	0.0	0
0	0.0	1
343	0.0	0
2491	0.0	0
919	0.0	0
0	1.0	0
220	0.0	0
0	0.0	1
0	0.0	1
325	0.0	0
0	0.0	1
230	0.0	0
0	0.0	1
305	0.0	0
302	0.0	0
292	0.0	0
54540	0.03	1
383	0.0	0
0	1.0	1
31	0.0	0
26	0.0	0
0	0.0	1
0	0.0	1
0	0.94	0
231	0.0	0
349	0.0	0
146	0.0	0
146	0.0	0
232	0.0	0
567	0.0	0
0	1.0	1
306	0.0	0
30	0.0	0
1029	0.0	0
299	0.0	0
12	0.0	0
45	0.0	0
1036	0.0	0
0	0.0	1
0	0.0	1
0	1.0	0
0	0.0	1
250	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
12324	0.0	0
0	0.0	1
193	0.0	0
0	0.98	0
0	0.0	1
256	0.0	0
0	0.0	1
0	0.0	1
308	0.0	0
227	0.0	0
166	0.0	0
0	0.0	1
0	0.0	1
30	0.0	0
0	0.0	1
220	0.0	0
45	0.0	0
0	0.0	0
0	1.0	0
0	1.0	0
0	0.0	1
189	0.0	0
0	0.0	1
845	0.03	0
0	0.0	1
214	0.54	0
210	0.04	0
0	0.0	1
0	1.0	1
222	0.0	0
0	1.0	1
246	0.03	0
0	0.0	1
0	0.0	1
0	0.0	1
4018	0.0	0
0	1.0	0
227	0.0	0
0	1.0	1
239	0.0	0
226	0.0	0
296	0.0	0
0	1.0	1
43	0.0	0
0	1.0	1
43	0.0	0
1032	0.0	1
323	0.0	0
338	0.0	0
0	0.0	1
286	0.0	0
64	0.0	0
0	0.0	1
0	0.0	1
0	0.76	0
0	1.0	1
209	0.0	0
16711	0.0	0
0	0.0	1
49	0.0	0
45	0.0	0
0	0.0	1
6	0.0	0
385	0.7	0
0	0.0	1
246	0.0	0
312	0.0	0
1498	0.0	0
44	0.0	0
0	1.0	0
42	0.0	0
28	0.0	1
163	0.0	0
802	0.0	0
0	0.0	1
245	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
249	0.0	0
15	0.0	0
172	0.0	0
213	0.0	0
341	0.0	0
0	1.0	1
0	1.0	1
4189	0.0	0
111	0.0	0
0	0.0	1
0	0.0	1
202	0.0	0
0	0.0	1
0	0.0	1
335	0.0	0
0	0.0	1
306	0.02	0
127	0.0	0
520	0.0	1
0	0.0	1
222	0.0	0
52	0.0	0
0	1.0	1
0	0.8	0
5319	0.0	0
0	0.0	0
0	0.0	1
245	0.0	0
319	0.0	0
282	0.0	0
270	0.0	0
396	0.0	0
2146	0.0	0
30	0.0	0
0	0.0	1
0	0.0	1
374	0.0	0
0	0.0	1
0	0.0	1
334	0.0	0
0	1.0	1
342	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
244	0.0	0
12165	0.0	0
273	0.0	0
0	0.0	1
0	1.0	0
0	0.0	1
235	0.0	0
0	0.0	1
271	0.0	0
0	0.0	1
0	1.0	1
146	0.0	0
848	0.0	0
45	0.0	0
0	0.0	1
0	0.0	1
334	0.0	0
0	0.0	1
0	1.0	1
54540	0.01	1
2931	0.0	0
289	0.0	0
274	0.0	0
217	0.0	0
303	0.0	0
205	0.02	0
0	0.0	0
227	0.0	0
322	0.0	0
229	0.0	0
0	0.0	1
71	0.0	0
4866	0.03	0
161	0.0	0
0	0.0	1
45	0.0	0
0	0.0	1
272	0.0	0
307	0.0	0
1500	0.0	0
312	0.0	0
233	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
336	0.0	0
0	0.0	1
335	0.0	0
1478	0.0	0
0	1.0	1
0	0.0	1
0	1.0	0
0	0.0	1
641	0.0	0
0	0.0	1
14	0.0	0
44	0.0	0
0	0.0	1
222	0.0	0
30	0.0	0
0	0.0	1
320	0.0	0
0	0.0	1
295	0.0	0
0	0.0	1
260	0.0	0
44	0.0	0
0	1.0	1
748	0.0	0
253	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
1032	0.0	1
0	0.0	1
46	0.0	0
44	0.0	0
189	0.0	0
160	0.0	0
37681	0.0	0
1162	0.0	0
323	0.0	0
10	0.0	0
12	0.0	0
0	0.0	1
75	0.0	0
306	0.0	0
28	0.0	1
325	0.0	0
520	0.0	1
0	0.0	1
176	0.0	0
1342	0.0	0
248	0.0	0
0	0.0	1
0	0.0	1
218	0.0	0
0	0.0	1
0	0.0	1
263	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
42	0.0	0
244	0.0	0
243	0.0	0
291	0.0	0
0	1.0	1
932	0.0	0
259	0.0	0
0	0.18	0
374	0.75	0
0	0.0	1
277	0.0	0
0	0.0	1
0	0.0	1
9	0.0	0
44	0.0	0
0	0.0	1
348	0.0	0
0	0.0	1
45	0.0	0
0	0.0	1
293	0.0	0
0	0.97	0
261	0.0	0
164	0.0	0
16115	0.0	0
0	0.0	1
43	0.0	0
0	0.0	1
101	0.0	0
294	0.0	0
0	0.0	1
199	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
111	0.0	0
0	0.0	1
346	0.0	0
202	0.01	0
0	0.0	1
0	0.0	1
229	0.0	0
343	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
44	0.0	0
0	0.0	1
1101	0.0	0
289	0.01	0
0	0.0	1
249	0.0	0
329	0.01	0
280	0.0	0
0	0.0	1
181	0.0	0
44	0.0	0
43	0.0	0
0	0.0	1
231	0.0	0
105	0.0	0
1143	0.0	0
233	0.0	0
1032	0.0	1
0	0.0	1
328	0.0	0
0	0.0	1
45	0.0	0
0	0.0	1
44	0.0	0
0	0.0	1
273	0.0	0
191	0.01	0
0	1.0	1
0	1.0	1
308	0.03	0
203	0.0	0
228	0.0	0
0	0.0	1
166	0.0	0
263	0.0	0
224	0.0	0
330	0.0	0
0	0.0	0
28	0.0	1
368	0.81	0
192	0.0	0
2277	0.0	0
0	0.0	1
147	0.0	0
302	0.0	0
28	0.0	1
651	0.0	0
4071	0.0	0
218	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
0	0.0	1
187	0.01	0
0	0.0	1
43	0.0	0
1701	0.0	0
0	0.0	1
44	0.0	0
228	0.02	0
206	0.0	0
44	0.0	0
45	0.0	0
60814	0.0	0
216	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
344	0.0	0
54540	0.07	1
257	0.0	0
197	0.0	0
328	0.0	0
295	0.0	0
0	0.0	1
282	0.0	0
44	0.0	0
225	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
191	0.0	0
164	0.0	0
0	0.0	1
145	0.0	0
1487	0.0	0
245	0.0	0
0	0.0	1
325	0.0	0
42	0.0	0
265	0.0	0
342	0.0	0
22	0.0	0
280	0.0	0
0	1.0	1
217	0.0	0
332	0.0	0
1032	0.0	1
1032	0.0	1
323	0.0	0
45	0.0	0
249	0.0	0
323	0.0	0
36	0.0	0
317	0.0	0
280	0.0	0
960	0.0	0
0	0.0	1
44	0.0	0
299	0.0	0
0	0.0	1
844	0.0	0
0	0.0	1
0	1.0	1
220	0.0	0
0	0.0	1
0	0.0	1
295	0.0	0
1051	0.0	0
284	0.0	0
0	0.0	1
6	0.0	0
0	1.0	1
364	0.0	0
8766	0.0	0
0	0.0	1
45	0.0	0
352	0.0	0
0	0.75	0
44	0.0	0
0	0.0	1
346	0.0	0
183	0.0	0
0	1.0	0
0	0.0	1
203	0.0	0
0	0.0	1
0	0.0	0
289	0.0	0
0	0.0	1
3468	0.0	0
294	0.0	0
281	0.0	0
105	0.0	0
285	0.0	0
273	0.0	0
162	0.0	0
266	0.0	0
0	0.0	1
54540	0.04	1
323	0.05	0
0	0.0	1
316	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
45	0.0	0
195	0.0	0
7	0.0	0
181	0.0	0
0	0.0	1
1032	0.0	1
0	0.0	1
318	0.0	0
1154	0.0	0
0	1.0	1
0	0.0	1
238	0.0	0
28	0.0	1
0	0.0	1
222	0.0	0
28	0.0	1
1515	0.0	0
748	0.0	0
0	0.0	1
44	0.0	0
0	0.0	1
0	1.0	0
0	0.0	1
224	0.0	0
0	0.94	0
310	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
220	0.0	0
0	0.0	1
195	0.0	0
127	0.0	0
145	0.0	0
0	0.0	1
33	0.0	0
0	0.0	1
2074	0.0	0
46	0.0	0
0	0.0	1
227	0.0	0
0	1.0	1
0	0.0	1
0	1.0	1
327	0.0	0
312	0.01	0
28	0.0	1
0	1.0	1
54540	0.04	1
0	0.0	1
43	0.0	0
0	0.0	1
252	0.0	0
289	0.0	0
5319	0.0	0
0	1.0	1
54540	0.06	1
0	0.0	1
0	0.0	1
286	0.0	0
235	0.0	0
296	0.0	0
221	0.0	0
199	0.0	0
520	0.0	1
147	0.0	0
215	0.0	0
1567	0.0	0
211	0.0	0
0	0.0	1
972	0.0	0
0	0.0	1
227	0.0	0
0	1.0	1
44	0.0	0
145	0.0	0
0	0.0	1
0	0.0	1
321	0.0	0
283	0.0	0
601	0.0	0
34	0.0	0
54540	0.04	1
321	0.0	0
0	0.42	0
288	0.0	0
0	0.0	1
2276	0.0	0
297	0.0	0
204	0.0	0
286	0.0	0
193	0.0	0
329	0.0	0
197	0.0	0
0	0.0	1
271	0.0	0
331	0.0	0
0	0.0	1
0	0.0	1
155	0.01	0
218	0.0	0
1553	0.0	0
0	1.0	1
336	0.0	0
44	0.0	0
1708	0.0	0
54540	0.02	1
197	0.0	0
333	0.0	0
105	0.0	0
0	1.0	1
233	0.01	0
0	0.0	1
0	0.0	1
0	0.0	1
3475	0.0	0
1112	0.0	0
0	0.0	1
0	0.0	1
308	0.0	0
0	0.0	1
3873	0.0	0
0	0.0	1
45	0.0	0
206	0.0	0
278	0.0	0
1408	0.0	0
297	0.07	0
1537	0.0	0
0	0.0	1
293	0.0	0
36	0.0	0
1000	0.92	0
175	0.0	0
0	0.0	1
1719	0.0	0
42	0.0	0
42	0.0	0
235	0.05	0
0	0.0	1
0	1.0	1
0	0.0	1
686	0.0	0
298	0.0	0
181	0.0	0
6	0.0	0
229	0.0	0
269	0.0	0
44	0.0	0
307	0.0	0
0	0.0	1
294	0.0	0
294	0.0	0
230	0.0	0
45	0.0	0
1287	0.0	0
233	0.0	0
0	0.0	0
199	0.46	0
0	0.0	1
0	1.0	1
0	1.0	1
105	0.0	0
9	0.0	0
271	0.0	0
28	0.0	1
28	0.0	1
320	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
0	1.0	1
42	0.0	0
311	0.0	0
170	0.0	0
327	0.76	0
0	1.0	1
0	0.0	1
1647	0.0	0
43	0.0	0
308	0.0	0
46	0.0	0
46	0.0	0
0	0.0	1
30	0.0	0
54540	0.16	1
0	0.0	1
319	0.65	0
218	0.0	0
0	1.0	1
278	0.0	0
237	0.82	0
0	0.0	1
147	0.0	0
5386	0.0	0
383	0.0	0
319	0.0	0
0	0.0	1
192	0.0	0
290	0.0	0
155	0.0	0
0	0.0	1
97	0.0	0
0	0.0	1
0	1.0	1
78	0.0	0
327	0.0	0
0	0.0	1
226	0.01	0
12	0.0	0
0	0.0	1
187	0.0	0
197	0.0	0
157	0.0	0
258	0.09	0
0	0.0	1
228	0.0	0
325	0.0	0
183	0.0	0
0	0.0	1
43	0.0	0
46	0.0	0
0	1.0	1
325	0.0	0
0	0.0	1
215	0.0	0
200	0.0	0
0	0.0	1
0	1.0	1
217	0.0	0
0	1.0	1
0	0.0	1
210	0.02	0
10	0.0	0
0	0.0	1
215	0.0	0
0	0.0	1
43	0.0	0
0	0.0	1
0	1.0	0
212	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
44	0.0	0
33	0.0	0
516	0.0	0
0	0.0	1
0	0.0	1
306	0.0	0
0	0.0	1
209	0.0	0
0	0.0	1
240	0.0	0
30	0.0	0
0	0.0	1
0	0.97	0
746	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
1032	0.0	1
317	0.0	0
0	0.0	1
209	0.0	0
0	0.0	1
0	1.0	0
235	0.0	0
234	0.0	0
226	0.0	0
3080	0.0	0
0	1.0	1
1032	0.0	1
286	0.0	0
0	0.0	1
0	0.0	1
209	0.0	0
0	0.0	1
9	0.0	0
19	0.0	0
212	0.0	0
761	0.0	0
0	1.0	1
0	0.0	1
190	0.0	0
0	1.0	1
0	0.0	1
0	1.0	1
0	0.0	1
0	1.0	1
0	0.0	1
315	0.0	0
227	0.0	0
0	0.0	1
201	0.01	0
237	0.0	0
0	0.0	1
0	0.0	1
266	0.0	0
239	0.0	0
312	0.0	0
0	0.0	1
216	0.0	0
0	0.0	1
147	0.0	0
0	0.0	1
43	0.0	0
304	0.0	0
45	0.0	0
0	0.0	1
253	0.0	0
28	0.0	1
257	0.0	0
0	0.0	1
309	0.0	0
251	0.0	0
516	0.0	0
270	0.0	0
240	0.0	0
587	0.0	0
0	1.0	1
322	0.0	0
0	0.0	1
2873	0.0	0
501760	0.0	0
0	0.0	1
0	0.0	1
383	0.0	0
5929	0.0	0
520	0.0	1
977	0.0	0
314	0.0	0
0	0.0	1
28	0.0	1
216	0.0	0
0	0.0	1
199	0.0	0
0	0.0	1
0	0.0	1
1956	0.0	0
28	0.0	1
2194619	0.0	0
0	0.0	1
314	0.0	0
292	0.0	0
0	1.0	1
290	0.0	0
248	0.0	0
166	0.0	0
0	0.0	1
0	0.0	1
1631	0.0	0
0	0.0	1
182	0.0	0
5558	0.0	0
244	0.0	0
393	0.0	0
0	1.0	1
12	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
0	1.0	1
0	0.0	1
1032	0.0	1
350	0.0	0
239	0.0	0
348	0.0	0
259	0.0	0
300	0.0	0
224	0.0	0
1139	0.0	0
0	0.99	0
344	0.0	0
0	0.0	1
748	0.0	0
0	0.0	1
236	0.0	0
0	0.0	1
30	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
965	0.0	0
28	0.0	1
0	0.0	1
28	0.0	1
45	0.0	0
91	0.0	0
105	0.0	0
146	0.0	0
2168	0.0	0
0	0.0	1
248	0.0	0
2159	0.0	0
0	0.9	0
164	0.0	0
219	0.0	0
264	0.0	0
0	0.0	1
339	0.0	0
0	0.0	1
8737	0.0	0
199	0.0	0
0	0.0	1
44	0.0	0
0	0.0	1
303	0.0	0
0	1.0	1
216	0.0	0
289	0.0	0
501760	0.0	0
0	0.0	1
307	0.0	0
0	0.0	1
0	0.0	1
291	0.0	0
224	0.0	0
333	0.0	0
342	0.0	0
298	0.0	0
322	0.0	0
0	1.0	1
44	0.0	0
0	0.0	1
212	0.0	0
0	0.0	1
0	0.0	1
193	0.01	0
338	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
200	0.0	0
0	1.0	1
44	0.0	0
1173	0.0	0
0	0.0	1
46	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
295	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
231	0.0	0
209	0.0	0
46	0.0	0
48	0.0	0
306	0.0	0
59	0.0	0
1032	0.0	1
0	0.0	1
0	0.0	1
287	0.0	0
383	0.0	0
221	0.0	0
30	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
227	0.0	0
6601	0.0	0
287	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
28	0.0	1
0	0.0	1
44	0.0	0
224	0.0	0
0	0.0	1
0	0.0	1
45	0.0	0
256	0.0	0
45	0.0	0
203	0.01	0
287	0.0	0
330	0.0	0
0	0.0	1
46	0.0	0
0	0.0	1
0	0.0	1
1480	0.0	1
0	0.0	1
0	0.0	1
332	0.0	0
241	0.0	0
0	0.0	1
284	0.0	0
0	0.0	1
0	0.0	1
687	0.0	0
259	0.0	0
45	0.0	0
0	0.0	1
261	0.0	0
0	0.0	1
232	0.0	0
0	0.0	1
302	0.0	0
28	0.0	1
0	0.0	1
348	0.0	0
61298	0.0	0
0	0.0	1
46	0.0	0
1234	0.0	0
43	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
337	0.0	0
297	0.0	0
2191	0.0	0
46	0.0	0
0	0.0	1
30	0.0	0
0	0.0	1
34	0.0	0
258	0.0	0
0	0.0	1
0	0.0	1
269	0.0	0
219	0.0	0
0	1.0	1
225	0.01	0
0	0.0	1
0	1.0	1
148	0.0	0
0	0.24	0
328	0.0	0
44	0.0	0
215	0.0	0
0	0.0	1
0	1.0	0
0	0.0	1
1470	0.0	0
0	0.0	1
30	0.0	0
262	0.0	0
298	0.0	0
235	0.0	0
402	0.0	0
0	1.0	1
0	0.0	1
278	0.0	0
0	0.0	1
251	0.79	0
0	1.0	1
0	0.0	1
30	0.0	0
0	0.0	1
45	0.0	0
327	0.0	0
0	0.0	1
10	0.0	0
9	0.0	0
0	1.0	0
0	0.0	1
105	0.0	0
275	0.0	0
42	0.0	0
330	0.0	0
0	0.0	1
1032	0.0	1
45	0.0	0
54540	0.01	1
357	0.0	0
0	0.0	1
0	0.0	1
641	0.0	0
0	1.0	1
383	0.0	0
6601	0.0	0
30	0.0	0
28	0.0	1
0	0.0	1
318	0.0	0
36	0.0	0
0	0.0	1
217	0.0	0
109	0.0	0
0	0.0	1
33	0.0	0
0	0.0	1
45	0.0	0
145	0.0	0
241	0.0	0
312	0.0	0
0	0.0	1
0	0.0	0
659	0.0	0
0	0.0	1
328	0.0	0
255	0.0	0
28	0.0	1
188	0.0	0
0	0.0	1
1489	0.0	0
30	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
211	0.0	0
1032	0.0	1
491	0.0	0
0	0.0	1
0	0.98	0
0	0.0	1
147	0.0	0
0	0.27	0
44	0.0	0
147	0.0	0
2194619	0.0	0
0	0.0	1
44	0.0	0
242	0.0	0
0	0.81	0
201	0.0	0
59	0.0	0
0	0.0	1
221	0.0	0
146	0.0	0
0	0.0	1
0	0.65	0
0	1.0	1
193	0.0	0
0	1.0	1
0	0.0	1
1479	0.0	0
45	0.0	0
377	0.0	0
0	0.0	1
0	1.0	1
0	0.93	0
0	0.0	1
44	0.0	0
236	0.0	0
0	0.0	1
28	0.0	1
336	0.0	0
0	0.0	1
355	0.0	0
0	0.0	1
0	0.0	1
213	0.0	0
0	0.0	1
331	0.0	0
0	0.0	1
317	0.0	0
44	0.0	0
0	0.0	1
0	0.0	1
854	0.0	0
748	0.0	0
1759	0.0	0
0	0.0	1
1794	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
1032	0.0	1
178	0.0	0
147	0.0	0
1032	0.0	1
266	0.0	0
0	0.0	1
334	0.01	0
335	0.11	0
0	0.0	1
0	0.0	1
0	0.0	1
199	0.0	0
200	0.0	0
246	0.0	0
180	0.0	0
0	0.0	1
45	0.0	0
0	0.0	1
227	0.0	0
44	0.0	0
0	1.0	0
46	0.0	0
43	0.0	0
0	1.0	1
29	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	1.0	1
185	0.0	0
259	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
46	0.0	0
0	1.0	1
0	0.0	1
1009	0.0	0
0	0.0	1
42	0.0	0
259	0.0	0
726	0.0	0
243	0.0	0
308	0.0	0
246	0.0	0
208	0.0	0
246	0.0	0
78	0.0	0
0	0.0	1
210	0.0	0
230	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
1041	0.0	0
22	0.0	0
0	0.0	0
0	0.0	1
0	1.0	0
28	0.0	1
239	0.0	0
311	0.0	0
0	0.0	1
205	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
323	0.0	0
0	0.0	1
1158	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
294	0.0	0
1086	0.0	0
10044	0.0	0
215	0.0	0
232	0.0	0
305	0.0	0
44	0.0	0
206	0.0	0
44	0.0	0
0	0.0	1
331	0.0	0
233	0.12	0
641	0.0	0
46	0.0	0
359	0.06	0
0	0.0	1
45	0.0	0
2194619	0.0	0
0	1.0	0
323	0.0	0
258	0.0	0
46	0.0	0
0	0.0	1
298	0.0	0
0	0.0	1
105	0.0	0
0	1.0	1
0	0.0	1
48	0.0	0
0	0.0	1
1032	0.0	1
279	0.0	0
324	0.0	0
0	0.0	1
224	0.0	0
0	0.0	1
2867	0.0	0
241	0.0	0
0	0.0	1
209	0.0	0
0	1.0	1
7940	0.0	0
660	0.0	0
0	0.0	1
268	0.0	0
154	0.0	0
43	0.0	0
313	0.0	0
0	0.0	1
852	0.0	0
45	0.0	0
0	0.0	1
0	0.0	1
1032	0.0	1
1633	0.0	0
516	0.0	0
145	0.0	0
222	0.0	0
0	0.0	1
328	0.0	0
0	0.0	1
0	1.0	0
334	0.0	0
310	0.0	0
317	0.0	0
0	1.0	1
1032	0.0	1
163	0.13	0
0	0.0	1
0	0.0	1
206	0.0	0
276	0.04	0
0	0.0	1
1372	0.0	0
0	1.0	1
146	0.0	0
35	0.0	0
105	0.0	0
43	0.0	0
0	0.0	1
0	0.0	1
218	0.0	0
947	0.0	0
0	0.0	1
44	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
9784	0.0	0
318	0.01	0
2194619	0.0	0
301	0.0	0
197	0.0	0
147	0.0	0
263	0.0	0
0	0.0	1
0	0.0	1
204	0.0	0
300	0.0	0
44	0.0	0
0	0.0	1
2201	0.0	0
133	0.0	0
0	0.0	1
309	0.01	0
0	0.0	1
147	0.0	0
0	0.0	1
0	0.0	1
230	0.0	0
44	0.0	0
241	0.0	0
2095	0.0	0
46	0.0	0
1787	0.0	0
737	0.14	0
304	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
1470	0.0	0
0	0.0	1
491	0.0	0
245	0.0	0
43	0.0	0
308	0.0	0
0	0.0	1
36	0.0	0
42	0.0	0
0	0.0	1
3617	0.0	0
105	0.0	0
187	0.0	0
4892	0.0	0
10389	0.0	0
11214	0.0	0
198	0.0	0
0	0.0	1
0	0.0	1
13239	0.0	0
234	0.0	0
0	0.0	1
520	0.0	1
0	0.0	1
0	0.0	1
201	0.12	0
0	0.0	1
147	0.0	0
301	0.0	0
214	0.0	0
8	0.0	0
263	0.0	0
0	0.0	1
819	0.0	0
0	0.0	1
1119	0.0	0
220	0.0	0
0	0.0	1
1480	0.0	1
0	1.0	1
0	1.0	1
1302	0.0	0
28	0.0	1
1032	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
303	0.0	0
373	0.01	0
68	0.0	0
1981	0.0	0
74	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
44	0.0	0
339	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
325	0.0	0
46	0.0	0
207	0.0	0
314	0.0	0
0	0.0	1
0	0.0	1
336	0.0	0
230	0.0	0
0	0.0	1
0	0.0	1
229	0.0	0
8	0.0	0
147	0.0	0
0	0.0	1
0	1.0	1
229	0.02	0
0	0.0	1
0	0.0	1
71	0.0	0
213	0.0	0
322	0.0	0
0	0.49	0
145	0.0	0
289	0.0	0
0	0.0	1
227	0.0	0
1103	0.0	0
319	0.0	0
45	0.0	0
0	0.0	1
59	0.0	0
209	0.0	0
8	0.0	0
1415	0.0	0
0	1.0	1
333	0.0	0
35	0.0	0
246	0.0	0
28	0.0	1
0	1.0	1
283	0.0	0
569	0.0	0
2117	0.0	0
30	0.0	0
0	0.0	1
332	0.0	0
219	0.0	0
0	0.0	1
0	0.0	1
295	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
326	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
271	0.0	0
0	0.0	1
0	0.0	1
1299	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
0	1.0	1
33	0.0	0
45	0.0	0
0	0.0	1
202	0.0	0
270	0.0	0
45	0.0	0
0	0.0	1
516	0.0	0
0	0.0	1
0	0.0	1
243	0.0	0
0	0.0	1
0	0.0	1
329	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
199	0.0	0
202	0.0	0
200	0.0	0
275	0.0	0
0	0.0	1
0	0.0	1
202	0.0	0
1346	0.0	0
289	0.0	0
46	0.0	0
0	0.0	1
216	0.0	0
0	0.0	1
13772	0.0	0
235	0.0	0
0	0.0	1
253	0.0	0
289	0.0	0
0	0.0	1
225	0.0	0
641	0.0	0
567	0.0	0
0	1.0	1
301	0.0	0
43	0.0	0
354	0.0	0
1032	0.0	1
614	0.0	0
224	0.0	0
0	0.0	1
259	0.0	0
42	0.0	0
0	0.0	1
323	0.0	0
30	0.0	0
383	0.0	0
316	0.0	0
0	0.72	0
42	0.0	0
288	0.0	0
277	0.0	0
1807	0.0	0
45	0.0	0
195	0.0	0
208	0.0	0
305	0.0	0
0	0.0	1
520	0.0	1
884	0.0	0
0	0.0	1
341	0.0	0
0	0.0	1
264	0.0	0
1032	0.0	1
207	0.0	0
0	1.0	1
0	0.0	1
324	0.09	0
0	0.0	1
0	0.0	1
205	0.0	0
0	0.0	1
0	1.0	1
224	0.0	0
0	0.0	1
241	0.0	0
802	0.0	0
0	0.0	1
0	0.0	0
1030	0.0	0
105	0.0	0
255	0.0	0
324	0.0	0
0	0.0	1
1032	0.0	1
0	0.0	1
244	0.0	0
252	0.0	0
4263	0.0	0
222	0.0	0
1363	0.0	0
0	0.0	1
0	1.0	0
211	0.0	0
383	0.0	0
0	0.0	1
225	0.0	0
748	0.0	0
0	0.0	1
